All Dependencies for Puppet
Package Title,Version,Authors,Description,Declared License,Discovered License(s),Package Manager,Package Homepage,
"unicode-display_width",1.7.0,"Jan Lelis","[Unicode 9.0.0] Determines the monospace display width of a string using EastAsianWidth.txt, Unicode general category, and other data.","MIT","",RubyGem,"http://github.com/janlelis/unicode-display_width",
"mime-types-data",3.2019.1009,"Austin Ziegler","mime-types-data provides a registry for information about MIME media type
definitions. It can be used with the Ruby mime-types library or other software
to determine defined filename extensions for MIME types, or to use filename
extensions to look up the likely MIME type definitions.","MIT","",RubyGem,"https://github.com/mime-types/mime-types-data/",
"ruby_smb",1.1.0,"Metasploit Hackers, David Maloney, James Lee, Dev Mohanty, Christophe De La Fuente","null","BSD-2-Clause","BSD-3-Clause",RubyGem,"https://github.com/rapid7/ruby_smb",
"puppet_forge",2.3.4,"Puppet Labs","Tools that can be used to access Forge API information on Modules, Users, and Releases. As well as download, unpack, and install Releases to a directory.","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/forge-ruby",
"metaclass",0.0.4,"James Mead","Adds a metaclass method to all Ruby objects","MIT","",RubyGem,"http://github.com/floehopper/metaclass",
"net-http-persistent",3.1.0,"Eric Hodel","Manages persistent connections using Net::HTTP plus a speed fix for Ruby 1.8.
It's thread-safe too!

Using persistent HTTP connections can dramatically increase the speed of HTTP.
Creating a new HTTP connection for every request involves an extra TCP
round-trip and causes TCP congestion avoidance negotiation to start over.

Net::HTTP supports persistent connections with some API methods but does not
handle reconnection gracefully.  Net::HTTP::Persistent supports reconnection
and retry according to RFC 2616.","MIT","",RubyGem,"http://docs.seattlerb.org/net-http-persistent",
"hocon",1.3.0,"Chris Price, Wayne Warren, Preben Ingvaldsen, Joe Pinsonault, Kevin Corcoran, Jane Lu","== A port of the Java {Typesafe Config}[https://github.com/typesafehub/config] library to Ruby","Apache-2.0","JSON",RubyGem,"https://github.com/puppetlabs/ruby-hocon",
"http-cookie",1.0.3,"Akinori MUSHA,  Aaron Patterson,  Eric Hodel,  Mike Dalessio","HTTP::Cookie is a Ruby library to handle HTTP Cookies based on RFC 6265.  It has with security, standards compliance and compatibility in mind, to behave just the same as today's major web browsers.  It has builtin support for the legacy cookies.txt and the latest cookies.sqlite formats of Mozilla Firefox, and its modular API makes it easy to add support for a new backend store.","MIT","",RubyGem,"https://github.com/sparklemotion/http-cookie",
"faraday_middleware",0.14.0,"Erik Michaels-Ober, Wynn Netherland","Various middleware for Faraday","MIT","",RubyGem,"https://github.com/lostisland/faraday_middleware",
"rspec",3.9.0,"Steven Baker, David Chelimsky, Myron Marston","BDD for Ruby","MIT","",RubyGem,"http://github.com/rspec",
"gssapi",1.3.0,"Dan Wanek","    A FFI wrapper around the system GSSAPI library. Please make sure and read the
    Yard docs or standard GSSAPI documentation if you have any questions.

    There is also a class called GSSAPI::Simple that wraps many of the common features
    used for GSSAPI.
","MIT","",RubyGem,"http://github.com/zenchild/gssapi",
"rest-client",2.1.0,"REST Client Team","A simple HTTP and REST client for Ruby, inspired by the Sinatra microframework style of specifying actions: get, put, post, delete.","MIT","Multi-license: MIT OR Apache-2.0; Apache-2.0; public-domain",RubyGem,"https://github.com/rest-client/rest-client",
"gettext",3.2.9,"Kouhei Sutou, Masao Mutoh","Gettext is a GNU gettext-like program for Ruby.
The catalog file(po-file) is same format with GNU gettext.
So you can use GNU gettext tools for maintaining.
","GPL-3.0-only","LGPL-3.0-only; LGPL-2.1-only; Multi-license: GPL-2.0-only OR Ruby; GPL-2.0-only",RubyGem,"http://ruby-gettext.github.com/",
"sfl",2.3,"ujihisa, blambeau","Spawn For Ruby 1.8","Ruby","BSD-3-Clause",RubyGem,"https://github.com/ujihisa/spawn-for-legacy",
"excon",0.73.0,"dpiddy (Dan Peterson), geemus (Wesley Beary), nextmat (Matt Sanders)","EXtended http(s) CONnections","MIT","",RubyGem,"https://github.com/excon/excon",
"little-plugger",1.1.4,"Tim Pease","LittlePlugger is a module that provides Gem based plugin management.
By extending your own class or module with LittlePlugger you can easily
manage the loading and initializing of plugins provided by other gems.","MIT","",RubyGem,"http://gemcutter.org/gems/little-plugger",
"locale",2.1.3,"Kouhei Sutou, Masao Mutoh","Ruby-Locale is the pure ruby library which provides basic APIs for localization.
","Multi-license: GPL-3.0-only OR Ruby","LGPL-3.0-or-later; Multi-license: Ruby OR GPL-2.0-only; LGPL-3.0-only",RubyGem,"https://github.com/ruby-gettext/locale",
"slop",3.6.0,"Lee Jarvis","A DSL for gathering options and parsing command line flags","MIT","",RubyGem,"http://github.com/leejarvis/slop",
"puppet-modulebuilder",0.1.0,"Sheena, Team IAC","null","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/puppet-modulebuilder",
"mime-types",3.3.1,"Austin Ziegler","The mime-types library provides a library and registry for information about
MIME content type definitions. It can be used to determine defined filename
extensions for MIME types, or to use filename extensions to look up the likely
MIME type definitions.

Version 3.0 is a major release that requires Ruby 2.0 compatibility and removes
deprecated functions. The columnar registry format introduced in 2.6 has been
made the primary format; the registry data has been extracted from this library
and put into {mime-types-data}[https://github.com/mime-types/mime-types-data].
Additionally, mime-types is now licensed exclusively under the MIT licence and
there is a code of conduct in effect. There are a number of other smaller
changes described in the History file.","MIT","",RubyGem,"https://github.com/mime-types/ruby-mime-types/",
"http-parser",1.2.1,"Stephen von Takach","    A super fast http parser for ruby.
    Cross platform and multiple ruby implementation support thanks to ffi.
","MIT","",RubyGem,"https://github.com/cotag/http-parser",
"rspec-its",1.3.0,"Peter Alfvin","RSpec extension gem for attribute matching","MIT","",RubyGem,"https://github.com/rspec/rspec-its",
"activesupport",5.2.4.2,"David Heinemeier Hansson","A toolkit of support libraries and Ruby core extensions extracted from the Rails framework. Rich support for multibyte strings, internationalization, time zones, and testing.","MIT","",RubyGem,"http://www.rubyonrails.org",
"puppet-strings",2.4.0,"Puppet Inc.","Puppet documentation via YARD","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/puppet-strings",
"logging",2.2.2,"Tim Pease","Logging is a flexible logging library for use in Ruby programs based on the
design of Java's log4j library. It features a hierarchical logging system,
custom level names, multiple output destinations per log event, custom
formatting, and more.","MIT","",RubyGem,"http://rubygems.org/gems/logging",
"rspec_honeycomb_formatter",0.2.1,"David Schmitt, Team IAC","null","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/rspec_honeycomb_formatter",
"unf",0.1.4,"Akinori MUSHA","This is a wrapper library to bring Unicode Normalization Form support
to Ruby/JRuby.
","BSD-3-Clause","BSD-2-Clause",RubyGem,"https://github.com/knu/ruby-unf",
"rspec-puppet",2.7.8,"Tim Sharpe","RSpec tests for your Puppet manifests","MIT","",RubyGem,"https://github.com/rodjek/rspec-puppet/",
"pluginator",1.5.0,"Michal Papis, Jordon Bedwell, Mose, John O&#39;Gara","null","LGPL-3.0-only","Multi-license: LGPL-3.0-or-later OR GPL-3.0-only; LGPL-3.0-or-later; GPL-3.0-only",RubyGem,"https://github.com/rvm/pluginator",
"httpclient",2.8.3,"Hiroshi Nakamura","gives something like the functionality of libwww-perl (LWP) in Ruby","ruby","GPL-2.0-only; Ruby",RubyGem,"https://github.com/nahi/httpclient",
"rspec-mocks",3.9.1,"Steven Baker, David Chelimsky, Myron Marston","RSpec's 'test double' framework, with support for stubbing and mocking","MIT","",RubyGem,"https://github.com/rspec/rspec-mocks",
"http-accept",1.7.0,"Samuel Williams","null","MIT","",RubyGem,"https://github.com/ioquatix/http-accept",
"libhoney",1.14.4,"The Honeycomb.io Team","Ruby gem for sending data to Honeycomb","Apache-2.0","",RubyGem,"https://github.com/honeycombio/libhoney-rb",
"tty-cursor",0.7.1,"Piotr Murach","The purpose of this library is to help move the terminal cursor around and manipulate text by using intuitive method calls.","MIT","",RubyGem,"http://piotrmurach.github.io/tty/",
"public_suffix",4.0.4,"Simone Carletti","PublicSuffix can parse and decompose a domain name into top level domain, domain and subdomains.","MIT","Multi-license: MPL-2.0 OR MIT; MPL-2.0",RubyGem,"https://simonecarletti.com/code/publicsuffix-ruby",
"pathspec",0.2.1,"Brandon High","Use to match path patterns such as gitignore","Apache-2.0","",RubyGem,"https://github.com/highb/pathspec-ruby",
"concurrent-ruby",1.1.5,"Jerry D&#39;Antonio, Petr Chalupa, The Ruby Concurrency Team","Modern concurrency tools including agents, futures, promises, thread pools, actors, supervisors, and more.
Inspired by Erlang, Clojure, Go, JavaScript, actors, and classic concurrency patterns.
","","public-domain; MIT",RubyGem,"http://www.concurrent-ruby.com",
"awesome_print",1.8.0,"Michael Dvorkin, James Cox &amp; contributors","Great Ruby dubugging companion: pretty print Ruby objects to visualize their structure. Supports custom object formatting via plugins","MIT","",RubyGem,"https://github.com/awesome-print/awesome_print",
"rspec_junit_formatter",0.4.1,"Samuel Cochran","RSpec results that Hudson can read.","MIT","",RubyGem,"http://github.com/sj26/rspec_junit_formatter",
"cri",2.15.10,"Denis Defreyne","Cri allows building easy-to-use command-line interfaces with support for subcommands.","MIT","",RubyGem,"http://stoneship.org/software/cri/",
"parallel_tests",2.14.2,"Michael Grosser","Run Test::Unit / RSpec / Cucumber / Spinach in parallel","MIT","",RubyGem,"http://github.com/grosser/parallel_tests",
"rubyntlm",0.6.2,"Kohei Kajimoto, Paul Morton","Ruby/NTLM provides message creator and parser for the NTLM authentication.","MIT","",RubyGem,"https://github.com/winrb/rubyntlm",
"table_print",1.5.6,"Chris Doyle","TablePrint turns objects into nicely formatted columns for easy reading. Works great in rails console, works on pure ruby objects, autodetects columns, lets you traverse ActiveRecord associations. Simple, powerful.","MIT","",RubyGem,"http://tableprintgem.com",
"rspec-puppet-facts",1.10.0,"Mickaël Canévet","Contains facts from many Facter version on many Operating Systems","Apache-2.0","",RubyGem,"http://github.com/mcanevet/rspec-puppet-facts",
"facter",4.0.16,"Puppet","You can prove anything with facts!","MIT","Apache-2.0",RubyGem,"https://github.com/puppetlabs/facter",
"multi_json",1.14.1,"Michael Bleigh, Josh Kalderimis, Erik Michaels-Ober, Pavel Pravosud","A common interface to multiple JSON libraries, including Oj, Yajl, the JSON gem (with C-extensions), the pure-Ruby JSON gem, NSJSONSerialization, gson.rb, JrJackson, and OkJson.","MIT","",RubyGem,"http://github.com/intridea/multi_json",
"yard",0.9.24,"Loren Segal","    YARD is a documentation generation tool for the Ruby programming language.
    It enables the user to generate consistent, usable documentation that can be
    exported to a number of formats very easily, and also supports extending for
    custom Ruby constructs such as custom class level definitions.
","MIT","Multi-license: GPL-2.0-only OR Ruby OR MIT; Multi-license: GPL-3.0-only OR MIT; Multi-license: Ruby OR MIT",RubyGem,"http://yardoc.org",
"rubocop-i18n",1.2.0,"Puppet, Brandon High, TP Honey, Helen Campbell","RuboCop rules for detecting and autocorrecting undecorated strings for i18n (gettext and rails-i18n)","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/rubocop-i18n",
"simplecov-console",0.4.2,"Chetan Sarva","Simple console output formatter for SimpleCov","MIT","",RubyGem,"http://github.com/chetan/simplecov-console",
"nori",2.6.0,"Daniel Harrington, John Nunemaker, Wynn Netherland","XML to Hash translator","MIT","",RubyGem,"https://github.com/savonrb/nori",
"puppetlabs_spec_helper",2.14.1,"Puppet, Inc., Community Contributors","Contains rake tasks and a standard spec_helper for running spec tests on puppet modules.","Apache-2.0","",RubyGem,"http://github.com/puppetlabs/puppetlabs_spec_helper",
"serverspec",2.41.5,"Gosuke Miyashita","RSpec tests for your servers configured by Puppet, Chef, Itamae or anything else","MIT","",RubyGem,"http://serverspec.org/",
"hiera",3.6.0,"Puppet Labs","A pluggable data store for hierarcical data","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/hiera",
"faraday",0.17.3,"@technoweenie, @iMacTia, @olleolleolle","HTTP/REST API client library.","MIT","",RubyGem,"https://github.com/lostisland/faraday",
"fast_gettext",1.1.2,"Michael Grosser","A simple, fast, memory-efficient and threadsafe implementation of GetText","Multi-license: MIT OR Ruby","MIT",RubyGem,"https://github.com/grosser/fast_gettext",
"dependency_checker",0.2.0,"Ewoud Kohl van Wijngaarden, Puppet","    Verify all your dependencies allow the latest versions on Puppet Forge. 
    Based on https://github.com/ekohl/metadata_json_deps
","MIT","",RubyGem,"https://github.com/puppetlabs/dependency_checker",
"rspec-core",3.9.1,"Steven Baker, David Chelimsky, Chad Humphries, Myron Marston","BDD for Ruby. RSpec runner and example groups.","MIT","",RubyGem,"https://github.com/rspec/rspec-core",
"http",4.4.1,"Tony Arcieri, Erik Michaels-Ober, Alexey V. Zapparov, Zachary Anker","An easy-to-use client library for making requests from Ruby. It uses a simple method chaining system for building requests, similar to Python's Requests.","MIT","",RubyGem,"https://github.com/httprb/http",
"minitest",5.14.0,"Ryan Davis","minitest provides a complete suite of testing facilities supporting
TDD, BDD, mocking, and benchmarking.

    ""I had a class with Jim Weirich on testing last week and we were
     allowed to choose our testing frameworks. Kirk Haines and I were
     paired up and we cracked open the code for a few test
     frameworks...

     I MUST say that minitest is *very* readable / understandable
     compared to the 'other two' options we looked at. Nicely done and
     thank you for helping us keep our mental sanity.""

    -- Wayne E. Seguin

minitest/test is a small and incredibly fast unit testing framework.
It provides a rich set of assertions to make your tests clean and
readable.

minitest/spec is a functionally complete spec engine. It hooks onto
minitest/test and seamlessly bridges test assertions over to spec
expectations.

minitest/benchmark is an awesome way to assert the performance of your
algorithms in a repeatable manner. Now you can assert that your newb
co-worker doesn't replace your linear algorithm with an exponential
one!

minitest/mock by Steven Baker, is a beautifully tiny mock (and stub)
object framework.

minitest/pride shows pride in testing and adds coloring to your test
output. I guess it is an example of how to write IO pipes too. :P

minitest/test is meant to have a clean implementation for language
implementors that need a minimal set of methods to bootstrap a working
test suite. For example, there is no magic involved for test-case
discovery.

    ""Again, I can't praise enough the idea of a testing/specing
     framework that I can actually read in full in one sitting!""

    -- Piotr Szotkowski

Comparing to rspec:

    rspec is a testing DSL. minitest is ruby.

    -- Adam Hawkins, ""Bow Before MiniTest""

minitest doesn't reinvent anything that ruby already provides, like:
classes, modules, inheritance, methods. This means you only have to
learn ruby to use minitest and all of your regular OO practices like
extract-method refactorings still apply.","MIT","",RubyGem,"https://github.com/seattlerb/minitest",
